LC_Up_Regulated_Genes,,DCT1,DCT2,DCT3,ERST2,ERST3,LC1,LC2,LC3,DCT-average,ERST-average,LC-average
Anpep,DCT_ERST_DCT_UP,82.58,84.12,51.8,24.08,24.18,4.46,5.51,7.28,72.83333333,24.13,5.75
Tex264,LC_ERST_UP,82.51,80.88,76.9,256.95,244.59,64.5,79.32,63.23,80.09666667,250.77,69.01666667
Upp1,DCT_ERST_DCT_UP,82.36,83.89,67.39,2.98,2.53,1.74,1.68,1.84,77.88,2.755,1.753333333
Cd200,LC_DCT_LC_UP,82.25,93.55,72.71,135.09,121.02,562.54,630.81,577.01,82.83666667,128.055,590.12
Mlf1,DCT_ERST_DCT_UP,81.94,80.61,69.4,4.42,5.94,11.61,14.71,15.46,77.31666667,5.18,13.92666667
Gm42428,DCT_ERST_DCT_UP,81.72,76.26,50.24,27.14,25.94,34.94,41.37,34.67,69.40666667,26.54,36.99333333
BC051077,DCT_ERST_DCT_UP,81.31,78.85,78.77,6.49,9.78,9.46,5.35,7.24,79.64333333,8.135,7.35
Wfdc17,LC_ERST_UP,80.78,84.91,24.67,313.15,293.49,28.93,29.62,35.15,63.45333333,303.32,31.23333333
Sdf4,LC_DCT_LC_UP,79.99,81.41,71.76,136.38,135.77,323.5,375.95,315.65,77.72,136.075,338.3666667
Apobec2,LC_DCT_LC_UP,79.61,76.1,30.56,14.61,12.75,203.91,228.19,211.73,62.09,13.68,214.61
Sptssa,LC_ERST_UP,79.35,79.14,84.72,384.8,359.59,71.51,63.93,74.65,81.07,372.195,70.03
Atf4,LC_DCT_LC_UP,79.15,75.45,55.7,77.87,71.69,208.5,229.7,227.75,70.1,74.78,221.9833333
Chchd10,LC_DCT_LC_UP,78.66,78.54,57.6,91.01,69.2,329.16,351.86,310.47,71.6,80.105,330.4966667
Tsc22d1,LC_DCT_LC_UP,78.53,79.1,100.18,90.38,98.98,239.09,246.45,247.83,85.93666667,94.68,244.4566667
Csrp1,LC_DCT_LC_UP,78.43,75.92,124.49,93.54,88.02,818.31,893.36,786.77,92.94666667,90.78,832.8133333
Capn8,DCT_ERST_DCT_UP,77.92,74.85,70.9,0.22,0.27,0,0,0,74.55666667,0.245,0
Fam84a,DCT_ERST_DCT_UP,77.46,78.26,87.54,41.97,45.32,3.03,2.81,2.96,81.08666667,43.645,2.933333333
AC160635.1,LC_DCT_LC_UP,76.99,107.01,119.39,138.93,94.1,311.32,312.53,231.21,101.13,116.515,285.02
Mgll,LC_ERST_UP,76.86,67.38,67.23,924.69,786.19,181.54,232.65,159.53,70.49,855.44,191.24
Dbndd2,DCT_ERST_DCT_UP,76.82,76.64,54.84,29.98,27.4,20.7,23.5,18.79,69.43333333,28.69,20.99666667
Ap1m2,DCT_ERST_DCT_UP,76.56,79.35,84.61,45.28,43.35,0.11,0,0,80.17333333,44.315,0.036666667
Npy,DCT_ERST_DCT_UP,75.89,66.47,56.17,8.15,6.13,0.87,0,0.76,66.17666667,7.14,0.543333333
G6pdx,DCT_ERST_DCT_UP,75.58,72.31,91.42,36.03,33.89,16.32,13.38,14.47,79.77,34.96,14.72333333
Kpna2,DCT_ERST_DCT_UP,75.56,73.18,121.4,11.37,11.86,1.72,3.81,3,90.04666667,11.615,2.843333333
Nupr1,LC_ERST_UP,75.24,76.13,65.71,584.8,684.27,150.3,155.84,144.03,72.36,634.535,150.0566667
Gm23632,LC_DCT_LC_UP,74.85,49.63,90.21,236.52,128.38,592.31,668.86,610.44,71.56333333,182.45,623.87
Sephs2,DCT_ERST_DCT_UP,74.41,74.67,91.17,40.01,37.07,13.78,12.74,13.56,80.08333333,38.54,13.36
Padi4,DCT_ERST_DCT_UP,74.17,78.6,78.1,4.95,4.26,0,0,0,76.95666667,4.605,0
Plk3,DCT_ERST_DCT_UP,74.03,74.18,74.29,34.36,30.14,10.02,11.45,9.06,74.16666667,32.25,10.17666667
Nfkbia,LC_DCT_LC_UP,73.06,74.95,74.54,128.25,122.82,269.82,312.15,269.31,74.18333333,125.535,283.76
Atrip,DCT_ERST_DCT_UP,72.64,74.35,74.06,14.29,16.25,30,20.09,27.63,73.68333333,15.27,25.90666667
Gm12940,LC_ERST_UP,72.56,85.62,54.87,264.69,282.26,73.75,48.85,68.99,71.01666667,273.475,63.86333333
Adh6b,DCT_ERST_DCT_UP,72.5,70.84,73.12,21.1,17.47,0,0,0,72.15333333,19.285,0
Hnrnpc,DCT_ERST_DCT_UP,71.43,64,82.14,32.99,34.58,31.97,29.58,31.51,72.52333333,33.785,31.02
AI506816,DCT_ERST_DCT_UP,71.29,76.29,94.42,21.3,19.54,5.74,5.33,5.15,80.66666667,20.42,5.406666667
Hspa14,DCT_ERST_DCT_UP,71.12,64.41,84.22,40.47,41.21,21.31,22.99,23.12,73.25,40.84,22.47333333
Mfge8,LC_DCT_LC_UP,70.63,73.13,61.39,84.93,80.02,428.08,500.24,406.11,68.38333333,82.475,444.81
Glrx,LC_ERST_UP,70.39,76.43,74.65,249.22,246.06,17,16.88,14.09,73.82333333,247.64,15.99
Gm42732,DCT_ERST_DCT_UP,70.32,66.98,55.37,8.79,10.73,7.94,6.13,6.45,64.22333333,9.76,6.84
Orm1,LC_ERST_UP,70.24,68.27,60.21,222.6,227.26,9.84,7.84,9.91,66.24,224.93,9.196666667
Fam26d,DCT_ERST_DCT_UP,69.74,66.14,79.56,0.23,0.23,0.02,0,0.11,71.81333333,0.23,0.043333333
Atp6v0e2,DCT_ERST_DCT_UP,69.53,73.25,64.64,15.47,20.01,31.27,31.71,35.42,69.14,17.74,32.8
C030017G13Rik,DCT_ERST_DCT_UP,68.82,76.21,52.32,10.31,12.02,4.9,2.51,5.46,65.78333333,11.165,4.29
Krtap31-2,DCT_ERST_DCT_UP,68.18,63.07,24.52,0.16,0.21,0,0,0,51.92333333,0.185,0
Gm22002,LC_DCT_LC_UP,68.16,53.81,69.18,99.3,104.31,726.35,567.87,822.43,63.71666667,101.805,705.55
Mettl3,DCT_ERST_DCT_UP,68.15,75.92,62.86,21.98,26.73,23.65,14.76,17.29,68.97666667,24.355,18.56666667
Gm37214,DCT_ERST_DCT_UP,67.84,78.67,78.79,11.6,12.11,11.29,9.21,10.62,75.1,11.855,10.37333333
Cux1,DCT_ERST_DCT_UP,67.46,67.35,86.52,20.89,19.29,10.8,10.32,11.17,73.77666667,20.09,10.76333333
Hoxc13,DCT_ERST_DCT_UP,67.07,71.09,79.36,3.24,3.93,0,0,0,72.50666667,3.585,0
App,LC_DCT_LC_UP,67.01,64.49,73.42,107.29,107.92,248.58,261.82,251.69,68.30666667,107.605,254.03
Lce1l,LC_ERST_UP,66.46,63.63,45.67,1167.51,1175.02,0,0,0,58.58666667,1171.265,0
Tmem229b,DCT_ERST_DCT_UP,66.3,66.81,49.11,10.22,8.9,1.54,1.98,1.72,60.74,9.56,1.746666667
Gm25190,LC_DCT_LC_UP,66.28,60.49,93.6,219.1,78.68,2737.87,2511.66,2445.77,73.45666667,148.89,2565.1
Msx2,DCT_ERST_DCT_UP,66.21,65.55,90.77,10.42,10.69,1.49,1.92,1.43,74.17666667,10.555,1.613333333
Gjb6,DCT_ERST_DCT_UP,66,65.37,66.86,4.22,3.45,0,0,0,66.07666667,3.835,0
Dusp2,DCT_ERST_DCT_UP,65.94,67.32,63.96,1.3,0.9,2.73,3.45,1.98,65.74,1.1,2.72
Flg2,LC_ERST_UP,64.97,71.37,75.67,278.06,276.42,0,0,0,70.67,277.24,0
Msmo1,LC_ERST_UP,64.37,65.5,89.29,435.15,414.01,11.03,8.49,9.6,73.05333333,424.58,9.706666667
Casc4,DCT_ERST_DCT_UP,63.65,66.04,51.22,5.02,6.99,14.14,11.38,14.22,60.30333333,6.005,13.24666667
Timp3,LC_DCT_LC_UP,63.47,62.89,67.9,52.33,52.27,1108.37,1047.96,1112.61,64.75333333,52.3,1089.646667
Cox7a1,LC_DCT_LC_UP,63.33,59.22,60.35,34.77,28.35,346,360.84,337.26,60.96666667,31.56,348.0333333
H2-Bl,DCT_ERST_DCT_UP,63.33,74.9,49.84,8.45,8.25,3.3,3.5,4.38,62.69,8.35,3.726666667
Palld,DCT_ERST_DCT_UP,63.14,66.02,58.09,8.43,7.38,24.3,28.95,24.17,62.41666667,7.905,25.80666667
Nenf,LC_DCT_LC_UP,62.99,60.51,39.38,117.47,99.71,227.26,280.61,231.74,54.29333333,108.59,246.5366667
Aldh2,LC_DCT_LC_UP,62.2,67.22,66.45,123.88,117.42,325.37,369.96,307.98,65.29,120.65,334.4366667
Tppp3,LC_DCT_LC_UP,61.93,62.56,56.57,108.25,102.27,241.06,290.5,237.7,60.35333333,105.26,256.42
Nol4l,DCT_ERST_DCT_UP,61.72,61.22,52.17,1.77,1.95,14.82,7.68,11.81,58.37,1.86,11.43666667
Amtn,DCT_ERST_DCT_UP,61.51,59.19,34.45,0,0,0,0,0,51.71666667,0,0
Igfbp6,LC_DCT_LC_UP,61.18,59.93,20.95,179.03,175.38,474.09,549.43,485.73,47.35333333,177.205,503.0833333
Flrt3,DCT_ERST_DCT_UP,60.99,64.32,81.96,16.16,15.72,1.26,1.24,1.06,69.09,15.94,1.186666667
Nmt1,DCT_ERST_DCT_UP,60.95,53.72,48.9,25.36,30.28,20.75,16.35,28.32,54.52333333,27.82,21.80666667
Hsd17b12,LC_ERST_UP,60.88,61.46,66.72,286.46,257.7,34.39,36.59,33.12,63.02,272.08,34.7
Ppp2r1b,DCT_ERST_DCT_UP,60.73,56.93,81.15,10.59,10.17,12.91,16.03,13.3,66.27,10.38,14.08
Tm4sf4,DCT_ERST_DCT_UP,59.65,60.17,47.58,0.1,0.19,0.06,0,0,55.8,0.145,0.02
Park2,DCT_ERST_DCT_UP,59.62,66.53,53.48,16.3,17.77,10.28,14.29,9.24,59.87666667,17.035,11.27
H2afx,DCT_ERST_DCT_UP,59.61,55,62.71,32.89,27.63,8.4,11.39,8.53,59.10666667,30.26,9.44
Mrps25,DCT_ERST_DCT_UP,59.38,63.31,69.93,29.94,30.12,21.18,16.23,24.25,64.20666667,30.03,20.55333333
Gm28417,DCT_ERST_DCT_UP,59.07,62.45,49.17,6.06,8.6,13.11,7.37,13.49,56.89666667,7.33,11.32333333
Gm29084,DCT_ERST_DCT_UP,59.05,62.03,66.78,25.29,22.67,27.21,27.58,24.99,62.62,23.98,26.59333333
Mir5136,DCT_ERST_DCT_UP,58.89,112.01,126.22,0,28.87,0,0,0,99.04,14.435,0
Tagln3,DCT_ERST_DCT_UP,58.71,58.45,52.7,0.46,0.46,0.08,0.42,0.09,56.62,0.46,0.196666667
Lce1a1,LC_ERST_UP,58.54,57.76,28.8,637.55,586.1,0,0,0,48.36666667,611.825,0
Chek2,LC_DCT_LC_UP,58.36,49.7,93.92,47.41,48.03,409.47,258.42,407.26,67.32666667,47.72,358.3833333
Tspan13,DCT_ERST_DCT_UP,58.26,58.66,65.41,15.57,16.62,19.1,18.68,20.41,60.77666667,16.095,19.39666667
Ier3,LC_DCT_LC_UP,58.16,51.47,46.08,41.99,39.51,794.07,775.26,817.26,51.90333333,40.75,795.53
Cpe,LC_DCT_LC_UP,57.74,60.63,50.9,110.79,107.06,904.26,948.72,875.11,56.42333333,108.925,909.3633333
Eif2b3,DCT_ERST_DCT_UP,57.49,58.39,68.77,19.89,23.37,17.13,17.56,17.29,61.55,21.63,17.32666667
Cdkn1b,DCT_ERST_DCT_UP,57.49,60.39,57.91,13.17,15.65,10.32,5.67,10.75,58.59666667,14.41,8.913333333
Papl,DCT_ERST_DCT_UP,57.3,61.8,47,17.86,16.24,0,0,0,55.36666667,17.05,0
Noa1,DCT_ERST_DCT_UP,56.15,62.2,48.99,20.52,21.21,24.13,22.87,23.17,55.78,20.865,23.39
Gm22411,LC_DCT_LC_UP,55.96,25.28,29.66,60.27,18.92,234.18,271.95,220.29,36.96666667,39.595,242.14
Ldhb,LC_DCT_LC_UP,55.46,60,56.75,116.05,105.8,373.96,439.22,363.72,57.40333333,110.925,392.3
Crisp1,DCT_ERST_DCT_UP,55.35,60.58,27.87,0.11,0.05,0,0,0,47.93333333,0.08,0
Snrpd3,DCT_ERST_DCT_UP,55.15,51.45,77.59,28.78,34.27,13.87,12.45,12.92,61.39666667,31.525,13.08
Eif2s1,DCT_ERST_DCT_UP,55.07,56.73,77.03,30.16,29.91,11.49,9.78,10.34,62.94333333,30.035,10.53666667
Sncg,LC_DCT_LC_UP,54.67,58.83,29.29,75.38,74.39,818.47,903.38,781.76,47.59666667,74.885,834.5366667
Eif2s3x,DCT_ERST_DCT_UP,54.51,54.53,66.82,23.61,23.32,26.04,28.16,25.78,58.62,23.465,26.66
Slc39a8,DCT_ERST_DCT_UP,54.09,53.36,69.78,1.36,1.55,6.93,6.2,6.24,59.07666667,1.455,6.456666667
Hspb6,LC_DCT_LC_UP,54.02,50.18,27.03,23.11,21.54,468.51,482.59,462.58,43.74333333,22.325,471.2266667
Gcn1l1,DCT_ERST_DCT_UP,53.92,51.3,50.4,12.66,14.66,31.16,23.11,25.02,51.87333333,13.66,26.43
Rnd3,DCT_ERST_DCT_UP,53.77,51.78,65.77,26.48,28.48,30.66,25.89,29.8,57.10666667,27.48,28.78333333
Rpa3,DCT_ERST_DCT_UP,53.77,64.67,63.65,29.27,29.32,9.76,8.42,7.11,60.69666667,29.295,8.43
Clk3,DCT_ERST_DCT_UP,53.7,55.78,66.46,33.32,31.06,19.72,22.2,19.52,58.64666667,32.19,20.48
Nfix,LC_DCT_LC_UP,53.7,46.89,42.96,60.18,79.3,200.18,208.25,190.81,47.85,69.74,199.7466667
Fam213b,LC_ERST_UP,53.46,51.75,32.16,272.64,266.21,22.35,29.27,23.75,45.79,269.425,25.12333333
Minpp1,DCT_ERST_DCT_UP,53.25,51.94,55.51,25.37,22.46,12,13.37,13.76,53.56666667,23.915,13.04333333
Fxyd4,DCT_ERST_DCT_UP,52.9,54.5,38.82,5.16,4.94,7.04,9.12,7.14,48.74,5.05,7.766666667
Egr1,LC_DCT_LC_UP,52.84,53.93,54.55,23.41,23.46,932.33,965.88,948.38,53.77333333,23.435,948.8633333
Dlg1,DCT_ERST_DCT_UP,52.59,46.1,51.87,12.19,12.76,19.15,17.98,20.69,50.18666667,12.475,19.27333333
Bgn,LC_DCT_LC_UP,52.53,54.3,39.65,131.39,135.19,741.36,756.07,732.95,48.82666667,133.29,743.46
Map3k6,DCT_ERST_DCT_UP,52.09,52.53,53.33,7.98,8.48,9.32,12.26,9.48,52.65,8.23,10.35333333
Slc9a3r1,DCT_ERST_DCT_UP,51.82,52.82,44.24,21.92,18.65,7.44,6.98,6.91,49.62666667,20.285,7.11
Zfp36,LC_DCT_LC_UP,51.76,53.22,56.03,30.27,29.79,1073.24,1114.28,1122.53,53.67,30.03,1103.35
2310050C09Rik,LC_ERST_UP,51.37,48.46,35.42,518.27,493.57,0,0,0,45.08333333,505.92,0
Sp6,DCT_ERST_DCT_UP,51.18,48.93,65.78,9.77,9.22,0,0,0,55.29666667,9.495,0
Smox,DCT_ERST_DCT_UP,51.17,45.14,43.09,12.3,14.25,9.67,13.5,11.02,46.46666667,13.275,11.39666667
Gabrp,DCT_ERST_DCT_UP,51.05,48.17,59.62,0.82,0.49,0,0.05,0,52.94666667,0.655,0.016666667
Samd15,DCT_ERST_DCT_UP,50.94,46.65,40.92,4.02,7.06,5.49,4.08,8.08,46.17,5.54,5.883333333
